Respondent,Prolific_ID,Message_framing,Relational_values,NR6_score,Greenspace_visitation,Upland_visitation,Peatland_knowledge,Degraded_peatlands_before,Regenerate_peatlands_before,Degraded_peatlands_after,Regenerate_peatlands_after,Degraded_peatland_score,Regenerate_peatland_score,Behaviour_1,Behaviour_2,Behaviour_3,Behaviour_sum,Financial_donation,Financial_allocation,Medical_research,Human_rights,Animal_welfare,Vulnerable_people,Other_conservation,Financial_compost,Advert_sufficiency,ES_Manipulation,BIO_Manipulation,Relational_Manipulation,Age_midpoint,Gender,Ethnicity,IMD_decile
685,5b6cd68c794227000168c018,BIO,Present,2.833333333,18,0.5,1,8,10,9,10,1,0,9,10,8,27,2,2,20,30,8,30,10,3,4,2,10,8,39.5,Female,White or Caucasian,2
686,6146f9d153bd39dfa1fe49b5,ES,Present,3.833333333,0.5,0.5,4,5,5,8,10,3,5,0,0,6,6,0,0,80,0,10,10,0,0,5,4,4,4,21,Female,White or Caucasian,6
687,5a0b42e4fe645f0001e9f480,BIO,Present,2.333333333,0.5,0,1,5,5,8,10,3,5,4,4,6,14,0,5,30,20,30,10,5,0,3,7,8,8,49.5,Female,White or Caucasian,7
688,56d1f9597bbc32000589a58d,ES,Present,2.333333333,2.5,0.5,6,8,8,10,10,2,2,6,7,7,20,20,20,10,10,10,40,10,3,7,9,8,9,59.5,Female,White or Caucasian,8
689,5d285eb5324974001908c626,BIO,Present,3,4.5,4.5,5,5,5,8,8,3,3,5,0,6,11,0,10,40,0,0,50,0,1,8,7,9,9,39.5,Female,White or Caucasian,8
690,63d7a100223f6750c377fbe2,ES,Present,4,18,1,4,9,10,9,10,0,0,7,2,10,19,0,10,80,3,2,3,2,0,10,10,10,10,39.5,Female,White or Caucasian,4
691,5d694bbcea113400017319b1,BIO,Absent,3.333333333,2.5,0.5,2,5,7,3,10,-2,3,10,9,10,29,15,10,25,10,15,20,20,5,8,7,10,5,69.5,Female,White or Caucasian,4
692,60bb404e01d599dfb1c3d71c,BIO,Absent,4,18,0.5,1,7,7,8,8,1,1,8,8,8,24,0,20,20,10,20,20,10,5,8,7,10,7,39.5,Female,White or Caucasian,2
693,63d148b0da246ce02c8bd22b,ES,Present,3.333333333,18,0,1,5,6,10,10,5,4,7,0,7,14,2,0,10,10,80,0,0,0,3,9,2,4,29.5,Female,White or Caucasian,8
694,632750037efc7dd0fe0facaa,ES,Present,3.666666667,0.5,0.5,6,7,8,10,0,3,-8,8,8,8,24,10,10,10,30,30,10,10,5,8,8,5,4,39.5,Male,White or Caucasian,1
695,608ee492d63622f9f4d5306f,ES,Absent,3,0.5,0.5,2,6,6,6,7,0,1,5,5,4,14,0,0,50,0,50,0,0,5,6,6,6,4,49.5,Female,White or Caucasian,4
696,611a8d23c1d17506a23df589,BIO,Present,4.333333333,4.5,0.5,4,7,8,9,8,2,0,8,8,8,24,1,20,10,40,10,10,10,5,7,8,9,9,59.5,Male,White or Caucasian,5
697,5ced9729dcd10f0001c78151,ES,Present,2.666666667,18,0,2,5,5,6,8,1,3,8,4,10,22,0,0,0,0,50,50,0,5,8,10,5,5,29.5,Female,White or Caucasian,1
698,62ed1d676bc4d1eaeae21c1b,ES,Absent,3.5,18,2.5,5,7,10,8,10,1,0,10,8,10,28,20,30,0,20,30,20,0,0,9,10,8,8,49.5,Female,White or Caucasian,6
699,5f2f1f80314d56309186caa1,ES,Present,2.166666667,2.5,0.5,4,5,8,10,10,5,2,6,4,9,19,5,10,30,20,10,25,5,0,7,10,4,6,29.5,Male,White or Caucasian,1
700,5f2bffa8d4f0d601244ab240,BIO,Present,3.666666667,30.5,2.5,5,7,6,8,9,1,3,8,7,9,24,5,15,20,15,30,10,10,20,8,5,8,7,21,Female,White or Caucasian,9
701,59d381544f2d3d0001d8e66b,BIO,Absent,4,30.5,0.5,1,5,8,9,9,4,1,7,9,9,25,0,0,10,30,20,40,0,1,3,3,9,4,49.5,Female,White or Caucasian,6
702,5d226f2afdb9a6001521b55c,ES,Present,3.666666667,2.5,0.5,6,8,10,10,10,2,0,6,4,9,19,25,25,50,0,0,0,25,3,4,10,5,10,69.5,Male,White or Caucasian,8
703,63ea95f2da4247bb899a1119,ES,Absent,3.666666667,18,4.5,1,5,6,8,8,3,2,6,6,7,19,0,20,10,20,30,10,10,2,7,8,6,7,39.5,Female,White or Caucasian,9
704,5f403517595c17159a3dfec4,BIO,Absent,3.666666667,18,2.5,5,5,10,8,10,3,0,5,0,0,5,0,10,10,10,10,40,20,3,5,5,10,10,29.5,Male,White or Caucasian,1
705,58bc46e24cdfd90001778235,ES,Absent,3.166666667,0.5,0,2,7,6,7,7,0,1,0,0,5,5,0,0,40,0,60,0,0,17,6,8,3,7,49.5,Male,White or Caucasian,5
706,60fcdc9e543188a24fe2297e,ES,Absent,2.5,2.5,0,4,5,7,10,10,5,3,8,8,10,26,2,15,5,10,20,30,20,0,4,9,9,9,21,Female,White or Caucasian,6
707,56a8d1f77f2472000d94fa3f,BIO,Present,3.833333333,18,0.5,3,10,10,10,10,0,0,10,10,10,30,5,5,50,10,5,25,5,2,10,10,10,10,79.5,Female,White or Caucasian,2
708,5af15fc9e1b5b8000148a99d,ES,Present,3.333333333,1,0,1,6,7,8,9,2,2,6,6,6,18,0,0,20,5,10,10,0,0,5,7,7,7,49.5,Female,White or Caucasian,1
709,5a513719acc75b000179bff1,BIO,Absent,2,1,0.5,5,7,6,9,9,2,3,6,5,8,19,0,10,75,2,2,5,6,0,9,8,8,8,49.5,Female,White or Caucasian,5
710,5cc2007449ac7b0017671edf,ES,Present,1.666666667,0.5,0,5,7,8,8,9,1,1,5,0,0,5,0,10,0,25,50,15,0,0,5,7,2,5,49.5,Male,White or Caucasian,9
711,56bb5211724769000db74a25,BIO,Present,3.333333333,30.5,2.5,5,8,8,8,8,0,0,5,0,4,9,1,5,25,25,0,25,20,17,8,0,10,0,39.5,Female,White or Caucasian,9
712,636798c0e086401946adb84e,BIO,Absent,2.666666667,1,0.5,1,7,9,9,0,2,-9,7,5,10,22,0.6,15,30,10,25,10,10,1,8,7,10,6,29.5,Female,White or Caucasian,6
713,62fc84520f82803e501296ba,BIO,Absent,2.833333333,18,0.5,5,5,10,8,10,3,0,8,5,6,19,10,20,30,20,10,10,10,0,6,6,10,9,39.5,Female,White or Caucasian,6
714,62359ba04dd9c8c32862faf0,BIO,Absent,2.833333333,18,0.5,3,8,10,8,10,0,0,5,1,5,11,5,10,20,10,10,20,30,0,6,7,8,7,79.5,Male,White or Caucasian,8
715,5ea7fff62b0def1eafbca607,ES,Absent,3,2.5,0.5,1,5,5,5,6,0,1,5,5,5,15,0,0,100,0,0,0,0,2,6,9,9,7,69.5,Male,White or Caucasian,10
716,5c6e8dd877955b0001ff0c58,BIO,Present,2.333333333,4.5,0.5,5,5,5,8,10,3,5,6,0,0,6,10,10,40,10,20,10,10,0,10,5,10,10,39.5,Female,White or Caucasian,7
717,5e656cf2de78962f126e0573,BIO,Present,4.166666667,18,0.5,4,9,10,9,10,0,0,10,9,10,29,10,50,10,10,10,10,10,5,10,8,8,9,39.5,Female,White or Caucasian,10
718,59d54322c732930001d88b0f,BIO,Absent,3.333333333,18,0.5,6,10,10,10,10,0,0,8,10,8,26,10,25,25,0,0,0,50,3,8,7,8,7,39.5,Female,White or Caucasian,6
719,60be6bf7eec23fe8946ad827,ES,Absent,3,30.5,1,2,5,5,9,8,4,3,4,4,4,12,0,0,0,0,50,50,0,5,8,8,8,8,39.5,Female,White or Caucasian,2
720,5c5865627607d00001432199,ES,Absent,2.5,18,0.5,4,5,7,7,7,2,0,8,5,8,21,1,5,30,15,10,30,0,2,6,10,6,8,49.5,Female,White or Caucasian,9
721,627ea6ece1432aa7127b01fa,ES,Present,1.833333333,2.5,0,1,5,8,7,8,2,0,5,5,7,17,0,0,60,0,0,40,0,0,7,7,6,5,39.5,Female,White or Caucasian,3
722,63f9433f1c61933110a9c573,BIO,Present,4.166666667,2.5,0.5,6,10,10,10,10,0,0,10,0,5,15,5,5,50,0,5,30,10,3,10,10,10,10,59.5,Female,White or Caucasian,7
723,637fc8f7ff4dc88182c681ed,ES,Absent,1.666666667,0.5,0.5,4,6,10,6,0,0,-10,0,0,0,0,0,0,0,0,0,0,100,0,10,10,0,0,39.5,Male,White or Caucasian,10
724,62ed81d3b261e3429e00d548,BIO,Present,2,18,0.5,5,5,7,8,8,3,1,8,2,10,20,0,0,30,20,10,30,10,20,7,2,10,6,21,Female,Other,4
725,5f5a785cfbf1061461451d9a,ES,Present,3.333333333,30.5,2.5,4,5,5,7,7,2,2,7,0,0,7,0,0,50,0,0,50,0,0,9,10,5,7,59.5,Female,White or Caucasian,8
726,5cdc004ad6bdfa001aeb6129,ES,Present,2.666666667,30.5,2.5,1,5,5,7,8,2,3,7,7,7,21,5,20,30,20,0,30,0,5,6,9,7,9,39.5,Female,White or Caucasian,2
727,5cf43f9c83416100197cf4a9,ES,Present,3.333333333,18,0.5,4,5,5,8,8,3,3,9,5,10,24,5,5,20,10,20,35,10,0,7,9,3,3,21,Female,White or Caucasian,4
728,648174282bcdf5119b9105ca,BIO,Present,2.166666667,0.5,0,4,8,0,10,10,2,10,1,1,5,7,0,0,60,0,15,25,0,5,8,5,8,5,59.5,Female,White or Caucasian,6
729,5be6ef463b047e0001a38a8a,BIO,Absent,3.833333333,18,4.5,5,4,7,5,5,1,-2,4,6,4,14,0,0,50,0,0,50,0,0,3,6,8,7,69.5,Male,White or Caucasian,8
730,5e0a26284acfb92ba3532ff4,ES,Present,3.333333333,18,0.5,5,8,7,9,10,1,3,10,10,10,30,1,30,20,20,20,10,0,5,10,9,7,8,49.5,Female,White or Caucasian,6
731,610688755230e227fe0a16f7,ES,Present,3.5,18,1,1,6,9,7,10,1,1,8,9,9,26,10,30,20,10,20,30,0,5,6,9,9,9,29.5,Female,White or Caucasian,9
732,5bd459d02ef2f00001d29260,ES,Absent,3.666666667,2.5,0.5,5,8,8,8,9,0,1,9,2,8,19,5,10,20,15,20,20,15,5,9,9,10,9,29.5,Female,White or Caucasian,1
733,5907759360850a00019b399e,BIO,Absent,3,1,0.5,3,5,6,10,10,5,4,7,8,8,23,5,20,10,20,20,30,0,0,6,7,10,5,29.5,Female,White or Caucasian,7
734,62e94bce63b1acd1a52c4e07,BIO,Present,2.666666667,30.5,2.5,4,10,10,10,10,0,0,5,3,8,16,1,50,0,0,0,0,50,0,8,10,10,10,29.5,Male,White or Caucasian,10
735,5edd5b6d419dc20c161b4e9e,ES,Absent,2.5,2.5,0.5,2,5,5,5,5,0,0,6,4,5,15,0.5,10,20,20,20,20,10,0,5,6,5,4,21,Female,White or Caucasian,1
736,5ea128dbb3b90d1378471bea,ES,Present,3,18,0.5,5,6,7,8,9,2,2,6,5,7,18,0,5,40,20,20,10,5,15,4,8,7,8,39.5,Female,White or Caucasian,3
737,62ea882e5cfaa1d8dc6bf5b3,ES,Present,1.333333333,4.5,0,2,5,7,6,7,1,0,7,5,8,20,5,5,20,20,5,50,0,0,4,6,2,6,29.5,Female,Other,4
738,637e231b0e758e938b047f09,BIO,Present,4.333333333,4.5,0.5,1,5,8,9,9,4,1,8,8,8,24,5,5,15,5,65,5,5,1,7,8,10,8,49.5,Female,White or Caucasian,1
739,62b1eaacbc6e41266c8c35f1,BIO,Absent,4.166666667,30.5,2.5,2,6,0,8,9,2,9,7,1,0,8,0,0,0,0,20,80,0,0,0,8,10,10,29.5,Male,White or Caucasian,7
740,63f877f5fb8f49fbecd5465d,BIO,Absent,4,18,4.5,4,7,6,8,8,1,2,7,4,7,18,10,20,0,10,20,20,30,0,9,7,10,10,39.5,Male,White or Caucasian,9
741,5d853d4eecc7dc001850467f,BIO,Present,3.166666667,1,0,6,8,9,8,9,0,0,8,7,6,21,2,20,15,10,15,20,20,5,7,8,9,7,39.5,Female,White or Caucasian,1
742,60f4696161736ffaef73b434,BIO,Present,3.166666667,18,0.5,1,9,9,9,9,0,0,8,8,10,26,10,20,20,10,20,10,20,5,10,9,10,9,59.5,Male,White or Caucasian,5
743,64136e8022435e169a89fd82,ES,Present,3.833333333,18,18,2,3,5,7,7,4,2,6,1,3,10,0,0,20,20,50,0,10,2,2,8,6,8,29.5,Male,White or Caucasian,7
744,6480794a68d6daa6abd777e1,ES,Present,3.333333333,18,1,2,8,8,10,10,2,2,8,8,10,26,20,20,20,10,30,20,0,0,8,10,10,8,69.5,Male,White or Caucasian,1
745,5cb24ee57a55ff00168880b3,BIO,Absent,2.666666667,30.5,1,4,8,9,9,9,1,0,6,5,5,16,10,0,50,0,0,50,0,5,6,7,8,9,49.5,Female,White or Caucasian,7
746,63d79d9db5b5ac87c6844008,ES,Absent,3.166666667,4.5,1,5,7,8,9,9,2,1,7,1,6,14,0,20,20,10,15,15,20,3,7,10,10,8,29.5,Male,White or Caucasian,7
747,63ea421f3803cb20c8887a59,BIO,Present,2.166666667,2.5,0.5,4,5,5,10,8,5,3,1,4,7,12,5,20,30,10,30,10,0,0,7,7,7,6,29.5,Male,White or Caucasian,3
748,5fcc07be64fc2d9ee72a2397,ES,Present,3,30.5,0.5,4,5,9,10,10,5,1,6,3,8,17,10,10,20,20,20,20,10,2,10,10,10,10,39.5,Male,White or Caucasian,6
749,5f88236b8e322b27a9dc8da9,ES,Present,2,1,0,2,5,5,8,8,3,3,6,1,6,13,2,2,50,25,3,20,0,1,8,10,0,7,39.5,Female,White or Caucasian,6
750,586fb0b5da731b000104a2ef,BIO,Absent,2.333333333,2.5,2.5,1,7,7,8,9,1,2,7,8,8,23,10,10,30,20,20,20,0,0,9,6,9,9,49.5,Female,White or Caucasian,7
751,63f791b33e139528cc2db760,ES,Absent,1.833333333,4.5,0,4,5,5,9,10,4,5,6,3,8,17,5,5,20,40,10,20,5,5,7,8,8,8,29.5,Female,Other,1
752,5e8b8e0e380f900589c2ace4,BIO,Present,3.5,30.5,1,4,6,7,10,10,4,3,9,8,9,26,5,20,50,0,10,20,0,0,8,10,9,10,49.5,Female,White or Caucasian,10
753,63d767905eeabd2239a652db,BIO,Absent,2.833333333,18,1,2,4,7,7,8,3,1,8,8,10,26,5,30,30,10,10,10,10,3,10,8,10,5,21,Male,White or Caucasian,1
754,5e122c6d6887bc8b881c4426,ES,Absent,3.333333333,30.5,1,5,7,5,6,6,-1,1,3,0,0,3,0,0,100,0,0,0,0,0,9,7,7,7,69.5,Male,White or Caucasian,7
755,60fbe88ccc3cd592b9f09ec9,ES,Absent,4.166666667,2.5,0.5,4,5,7,10,10,5,3,7,8,7,22,10,10,30,20,10,10,20,10,8,9,8,9,21,Female,White or Caucasian,6
756,5bf06479e938aa0001df61a1,ES,Absent,3.666666667,2.5,0.5,2,8,5,8,10,0,5,6,0,3,9,0.5,10,30,20,10,20,0,0,7,10,3,6,29.5,Female,Other,5
757,5fe30a8c2fcdc9eeb52c7e02,ES,Present,3,4.5,0.5,5,6,6,8,8,2,2,8,4,7,19,2,5,30,10,5,50,0,2,6,6,6,6,21,Female,White or Caucasian,2
758,62d015a3d67f32ab8c45b4bb,ES,Present,3,18,4.5,4,2,8,7,8,5,0,7,6,8,21,5,5,15,0,15,60,5,0,7,8,2,3,29.5,Female,White or Caucasian,2
759,5ad59462045cb000015c9960,BIO,Present,2.5,1,0.5,5,5,5,7,8,2,3,6,3,6,15,5,10,20,20,20,20,10,5,6,5,9,7,29.5,Female,White or Caucasian,2
760,5a4bb2a49f5e570001e8372f,ES,Absent,3.333333333,18,0.5,4,5,7,10,10,5,3,10,10,10,30,5,10,20,20,20,20,10,5,10,10,10,10,39.5,Female,White or Caucasian,1
761,5dd6687cef41975ecf946fb0,BIO,Present,2.666666667,1,0.5,4,5,6,8,6,3,0,0,0,0,0,0,0,25,25,0,50,0,2,2,7,9,7,49.5,Female,White or Caucasian,9
762,589489848efc19000104d719,BIO,Present,2,2.5,0.5,4,5,5,5,7,0,2,5,6,6,17,0,50,10,10,10,10,10,0,6,6,7,6,39.5,Female,Other,2
763,638a8c63c74f91261108cebf,BIO,Present,4,4.5,2.5,4,8,7,9,9,1,2,8,8,9,25,5,15,15,15,15,15,10,7,9,9,9,9,29.5,Female,White or Caucasian,9
764,61368421a250d1981a4887aa,BIO,Present,3.5,18,0.5,5,5,5,9,10,4,5,9,8,8,25,10,30,30,0,20,20,0,2,7,9,10,9,29.5,Male,White or Caucasian,6
765,63ea42d8a430d45acab1cd25,BIO,Absent,3.166666667,4.5,0.5,4,5,7,8,10,3,3,5,0,8,13,0,5,50,0,45,0,0,3,9,6,9,5,29.5,Male,White or Caucasian,4
766,616fc0fe137a83ae94d8efe9@email.prolific.co,ES,Present,4,18,4.5,1,7,5,7,8,0,3,10,8,8,26,10,20,30,10,10,20,10,3,8,9,8,8,49.5,Female,White or Caucasian,6
767,627b7ab91b4aa45720dfebb7,BIO,Present,2.5,4.5,0.5,4,4,5,9,10,5,5,9,9,9,27,0,0,20,0,0,80,0,0,6,4,10,5,29.5,Female,White or Caucasian,4
768,5d39f0c9d08e29001a5e42f2,BIO,Present,3.333333333,4.5,0,5,5,7,6,7,1,0,6,6,7,19,5,20,20,0,20,20,20,5,6,6,8,7,59.5,Female,White or Caucasian,10
769,60a6c964f994f06c794bb649,ES,Absent,4,18,0.5,4,5,5,10,0,5,-5,6,8,10,24,10,20,15,15,20,15,15,5,10,10,3,5,39.5,Female,White or Caucasian,5
770,60d8e7b19f37e70bc8350581,ES,Absent,2.833333333,18,0.5,1,7,7,9,9,2,2,8,7,9,24,25,0,20,20,20,20,20,5,9,10,0,9,21,Male,Other,5
771,5d3b65136a4c6d0001cdd8ba,ES,Absent,4.5,18,0.5,5,8,10,8,10,0,0,8,10,10,28,1,10,20,10,20,20,20,3,10,10,10,10,39.5,Male,Other,5
772,60d20bdca2934c2104798fff,BIO,Absent,3.833333333,0.5,0.5,6,5,5,5,5,0,0,5,5,5,15,0,0,0,0,0,0,0,0,5,5,5,5,39.5,Male,White or Caucasian,6
773,5f9c3084b4af1c085fff54b7,BIO,Present,2.5,2.5,4.5,4,5,5,8,9,3,4,5,2,9,16,0,0,80,10,10,0,0,20,4,6,10,6,21,Female,Other,4
774,6158bb0abc618a5f15c79f83,BIO,Present,1.666666667,18,0.5,4,5,5,10,10,5,5,6,0,6,12,0,0,80,0,10,10,0,0,10,10,10,10,39.5,Female,White or Caucasian,2
775,601c141abca398678a72ff4c,BIO,Present,2.5,18,0.5,5,4,9,7,9,3,0,6,4,6,16,0,0,0,0,0,100,0,1,4,6,8,6,49.5,Male,White or Caucasian,8
776,63288c4c7c9cc5e61437b9b0,BIO,Absent,4.833333333,18,2.5,6,10,10,10,10,0,0,10,8,10,28,20,50,0,0,10,0,40,15,8,10,10,10,29.5,Male,White or Caucasian,7
777,5c47745c3fa2f8000186d331,BIO,Present,4.333333333,18,0.5,5,10,10,10,10,0,0,9,6,9,24,10,20,0,0,0,10,70,10,9,8,10,8,39.5,Female,White or Caucasian,7
778,5fe0fbd7eae543af55a64773,ES,Present,2.666666667,0.5,0,5,5,8,10,10,5,2,6,4,8,18,0,5,40,10,10,10,25,6,5,10,6,6,21,Male,Other,2
779,6229f49a3615b3affee96d27,ES,Absent,3.666666667,2.5,0.5,4,8,8,10,10,2,2,6,5,7,18,5,25,0,0,50,0,25,2,7,10,5,7,49.5,Male,White or Caucasian,4
780,6427fe027578f5b8e61ffe5c,ES,Absent,3.333333333,2.5,0.5,1,5,5,8,8,3,3,8,6,8,22,10,25,25,0,25,25,0,5,9,7,7,7,49.5,Female,White or Caucasian,9
781,59ee44b13e4b5a00016aa99b,BIO,Present,4.166666667,18,1,1,8,5,8,7,0,2,8,8,8,24,10,20,30,10,30,20,20,5,8,8,8,8,49.5,Female,White or Caucasian,8
782,5dc2d1940550ef1eadce6d9e,ES,Present,2.166666667,0,0,6,8,9,8,7,0,-2,1,0,7,8,1,5,30,0,30,20,15,17,8,8,7,6,69.5,Male,White or Caucasian,1
783,5d616b958ed74600190e7f80,ES,Absent,4.5,2.5,0.5,4,8,7,8,10,0,3,7,6,7,20,1,10,10,15,26,20,20,8,6,5,7,7,29.5,Female,White or Caucasian,2
784,5f0c94983314760efb2814c1,ES,Absent,3.333333333,30.5,1,6,10,10,10,10,0,0,7,8,6,21,0,0,0,0,0,100,0,0,10,10,10,8,49.5,Female,White or Caucasian,5
785,60f945a38b45cedb0f017324,BIO,Absent,2.5,0.5,0,4,5,5,8,8,3,3,0,0,0,0,0,0,50,0,25,25,0,0,5,0,10,0,29.5,Female,White or Caucasian,3
786,5a2461e2cbf02200012a2322,ES,Present,3.5,2.5,1,1,7,7,8,9,1,2,8,8,8,24,10,10,20,10,20,10,20,5,8,10,10,10,29.5,Female,White or Caucasian,7
787,62aa3e6e16b472f57ac743a9,ES,Absent,2.5,18,0.5,1,7,7,8,8,1,1,6,2,7,15,0,0,50,0,0,25,25,0,7,7,8,8,39.5,Male,White or Caucasian,4
788,599f5655ec626e0001d53f82@email.prolific.co,ES,Absent,4.5,18,2.5,2,10,10,10,10,0,0,10,10,10,30,0,25,0,0,25,25,25,5,4,6,6,4,49.5,Female,White or Caucasian,8
789,63efbb8075bcee04ff6669c8,ES,Present,2,4.5,0.5,4,5,5,8,8,3,3,1,0,2,3,0,0,70,15,5,20,5,0,4,8,5,10,29.5,Male,White or Caucasian,2
790,60b9d5384d3a09334159c2cf,ES,Absent,3.333333333,4.5,4.5,1,5,6,5,7,0,1,2,5,2,9,0,0,0,0,0,0,0,0,6,6,7,6,49.5,Male,White or Caucasian,1
791,5e8f9e8b20456a294f165542,ES,Present,3,4.5,0.5,2,6,6,9,10,3,4,5,1,7,13,2,5,20,10,10,50,5,3,6,9,8,8,29.5,Female,White or Caucasian,7
792,598db6bdcceb0f0001b39763,ES,Present,3.833333333,1,0.5,4,5,5,5,6,0,1,5,2,1,8,0,0,0,0,100,0,0,0,6,8,5,5,39.5,Female,White or Caucasian,8
793,63cff8c1e252c10e694a6c55,ES,Absent,3.5,4.5,1,4,5,7,10,10,5,3,8,7,9,24,0,10,20,20,20,20,10,1,9,10,3,6,21,Female,White or Caucasian,10
794,60fd2e75267ccd5042d6671f,ES,Absent,2.666666667,4.5,2.5,2,5,5,8,8,3,3,7,6,8,21,1,5,10,50,10,20,5,0,7,8,7,7,21,Female,White or Caucasian,6
795,5f4df527397906ac76b5d2a2,ES,Present,4.166666667,18,4.5,5,5,5,8,8,3,3,7,2,5,14,5,10,20,20,10,10,20,5,8,8,8,8,29.5,Male,White or Caucasian,8
796,5dcfd7ebbca2e40d7ce04480,BIO,Present,2,1,0,4,5,5,10,8,5,3,5,3,6,14,0,0,20,10,10,60,0,3,3,5,5,6,29.5,Female,White or Caucasian,2
797,5e10101f5005cc71e0c311bc,ES,Absent,4.333333333,1,18,6,9,7,6,5,-3,-2,6,6,6,18,0,40,20,40,0,0,0,0,8,7,7,8,29.5,Male,Other,1
798,5ec135213d32b40417fd9ea3,BIO,Present,1.666666667,18,1,2,5,5,3,5,-2,0,5,0,0,5,0,0,20,0,80,0,0,0,7,6,8,5,39.5,Male,White or Caucasian,5
799,5fa3bc6e406ac8000a9a1c4c,ES,Present,5,4.5,0.5,1,10,10,10,10,0,0,10,10,10,30,10,20,0,5,50,5,20,10,10,10,10,10,39.5,Male,White or Caucasian,5
800,5ea096efef1e8807aafbdc22,ES,Present,3.666666667,30.5,0.5,2,3,8,10,10,7,2,6,6,6,18,50,50,10,10,10,10,10,10,10,10,10,10,59.5,Female,White or Caucasian,8
801,5f232826a478c40b5e038ed2,ES,Absent,3.833333333,4.5,1,2,5,6,7,7,2,1,6,8,6,20,0,0,50,20,10,15,5,5,3,8,6,6,21,Female,White or Caucasian,6
802,616592d00098aaba4f5f37de,ES,Absent,4.166666667,18,0.5,2,8,10,9,10,1,0,8,8,10,26,5,30,0,0,30,20,20,10,10,10,8,8,29.5,Female,White or Caucasian,4
803,5c7d6ed376745a000146e5be,BIO,Present,2.833333333,4.5,0.5,2,5,5,10,10,5,5,7,8,8,23,1,17,17,17,17,17,17,1,10,0,10,10,49.5,Female,White or Caucasian,9
804,59d8d3aeea41450001ec79b0,ES,Present,3,30.5,1,4,8,8,8,8,0,0,8,8,6,22,1,16,52,0,0,16,16,0,7,8,3,8,29.5,Male,White or Caucasian,10
805,60f3dc971c5f52d63083012d,ES,Present,3.5,2.5,0.5,1,7,7,9,9,2,2,5,6,7,18,0,0,0,20,50,30,0,5,5,9,2,3,39.5,Female,White or Caucasian,10
806,5bd1a8eb198f01000145bd02,ES,Present,4.333333333,18,2.5,6,7,9,8,10,1,1,9,8,7,24,10,20,20,10,10,30,10,2,8,9,4,7,69.5,Female,White or Caucasian,5
807,60be2e8066de5070b23267f2,ES,Present,3.833333333,2.5,1,1,7,7,9,10,2,3,10,10,10,30,5,15,15,20,30,10,10,10,10,7,9,10,21,Female,White or Caucasian,3
808,63eea35602f04ef80d9e7bbb7,ES,Present,4.166666667,18,2.5,1,6,5,4,5,-2,0,8,8,6,22,2,2,58,15,5,10,10,5,3,7,8,6,59.5,Female,White or Caucasian,3
809,63ebbd2e45a16584b49227f1,ES,Present,3.333333333,2.5,0.5,4,9,10,10,10,1,0,9,5,5,19,0.5,5,10,50,10,10,15,1,8,10,10,10,49.5,Male,Other,7
810,613480877420e274a0dd9779,ES,Present,3.166666667,2.5,2.5,1,7,8,6,7,-1,-1,6,7,6,19,5,5,15,0,15,0,15,3,3,7,6,8,29.5,Female,White or Caucasian,9
811,594e17600f31490001c79e0c,ES,Absent,3.5,18,2.5,4,7,8,7,9,0,1,8,8,8,24,10,10,30,10,20,20,10,5,9,10,1,8,49.5,Female,White or Caucasian,5
812,5490a6edfdf99b71ba910e05,ES,Present,3.166666667,18,0.5,5,8,8,10,10,2,2,8,4,9,21,2,2,20,25,8,35,10,5,6,8,8,7,29.5,Female,White or Caucasian,6
813,5cb05bf013dcf900176b73b0,ES,Present,4.5,30.5,1,1,8,9,10,9,2,0,7,0,7,14,0,0,0,0,75,0,25,0,6,10,10,6,59.5,Female,White or Caucasian,8
814,616c83fb9916289f401fb837,ES,Absent,2.5,2.5,0.5,1,4,6,9,9,5,3,8,9,9,26,5,10,30,10,20,20,10,2,4,6,7,6,29.5,Female,White or Caucasian,1
815,5cbfa7b957cb1b0001698a35,ES,Absent,2.833333333,30.5,0.5,4,7,7,8,10,1,3,8,3,9,20,3,5,10,25,5,50,0,5,7,10,2,8,21,Female,White or Caucasian,10
816,58cd978ca47dbb000171dee8,ES,Present,3.333333333,4.5,0.5,4,7,8,8,9,1,1,6,0,7,13,10,20,0,0,70,0,10,2,9,10,3,8,39.5,Female,White or Caucasian,10
817,6167580ef66ffd802b1c0589,ES,Absent,2.833333333,4.5,2.5,4,5,5,8,7,3,2,8,8,9,25,2,10,10,40,10,25,0,2,7,4,8,7,29.5,Female,White or Caucasian,7
818,5c67f4fd2ff9cd0001f7c4b5,ES,Present,2.666666667,1,0,4,9,8,9,10,0,2,5,6,8,19,5,5,25,20,25,15,5,5,8,9,9,9,39.5,Female,White or Caucasian,5
819,5fc989d6fa107d198dc8095f,ES,Absent,3.833333333,1,0.5,2,5,5,10,10,5,5,6,1,4,11,0,0,60,0,0,40,0,0,8,9,10,10,39.5,Male,White or Caucasian,8
820,5c18c9b116e70d0001935e4c,ES,Present,3.166666667,30.5,0.5,1,8,5,7,7,-1,2,7,5,8,20,0,10,0,20,50,20,0,0,6,10,10,10,29.5,Female,White or Caucasian,7
821,600a878fa6fbbf1ba60bea36,ES,Absent,3.5,1,1,1,6,7,6,7,0,0,7,7,7,21,5,10,40,0,5,40,5,15,7,9,7,8,49.5,Male,White or Caucasian,9
